crosshead_mean,crosshead_min,crosshead_max,crosshead_median,crosshead_standard,reaction_mean,reaction_min,reaction_max,reaction_median,reaction_standard,spray_mean,spray_min,spray_max,spray_median,spray_standard,player_name,is_pro
7.295166620962266,0.6252627860499127,18.839636620564626,5.558588123678012,5.302513485165278,12.133333333333333,2.0,30.0,11.0,9.279846742029502,27.0,5,86,25.0,23.821558863069114,tN1R,0
6.180072063919738,0.4078242668255403,14.74929710569033,4.570916136631728,5.208389619850435,11.214285714285714,2.0,32.0,8.5,8.937709609358793,20.642857142857142,6,109,13.0,25.786505725883462,HeavyGod,0
5.483490506872519,1.0509021358264286,19.178683371986978,4.010400273722206,4.78009901468352,8.555555555555555,1.0,32.0,4.5,7.826040734640149,28.38888888888889,6,64,25.5,17.304909030191688,MATYS,0
14.317302868221836,4.592565354781221,28.80767953591967,9.551663713964615,10.444342204046336,12.0,3.0,27.0,6.0,10.677078252031311,143.0,6,237,186.0,99.08582138732059,SunPayus,0
6.725010126384806,0.7905577224923253,16.81000484569345,5.724400058992529,4.855305673968187,25.333333333333332,3.0,91.0,15.5,30.488613539410995,25.0,13,39,22.5,10.754843869934453,huNter-,0
9.07035023933613,3.4903150524628104,18.135995805772303,7.327545049554703,6.082947026137098,15.5,4.0,43.0,7.5,16.03901493234544,54.5,10,111,48.5,39.271490931717885,HeavyGod,0
15.023202423748481,8.862263689511988,26.66960246383425,9.537741117899214,8.239864192220137,52.333333333333336,17.0,107.0,33.0,39.20317447463775,21.0,6,51,6.0,21.213203435596427,NertZ,0
15.399134666553067,6.840771869889896,28.796423125545093,10.560209004224214,9.594236349293151,41.333333333333336,1.0,111.0,12.0,49.46603773185082,11.333333333333334,9,14,11.0,2.0548046676563256,sh1ro,0
6.1835919956825265,1.5190397520790708,11.672494182116623,5.954673670600503,3.5536033059316794,15.0,6.0,33.0,10.5,9.886859966642595,16.75,6,32,16.0,8.027297179001161,zont1x,0
1.487880685650178,0.7830970011330416,2.715484026895162,1.2264708572862542,0.7885272673907944,6.75,1.0,13.0,6.5,4.602988159880492,28.75,7,52,28.0,19.954636052807377,magixx,0
3.8339473928325396,0.5066767977169201,10.161672947019953,1.9969419722191437,3.7500775293937414,8.11111111111111,2.0,22.0,5.0,6.471208790471572,18.88888888888889,6,32,19.0,10.027123709047535,donk,0
10.85900579284044,0.8598005848622401,28.91956429127036,7.921015678087117,9.702423296610402,12.5,2.0,39.0,5.5,12.893796958227627,23.0,6,51,19.0,14.888474289418197,tN1R,0
4.862630561242767,0.977187401313159,19.929276361125737,2.962691161174509,4.9558513315468815,11.785714285714286,3.0,33.0,7.0,8.921711650547232,19.214285714285715,6,41,16.0,12.090011056526738,MATYS,0
5.983460346734856,0.9596076948326336,16.81884738335309,2.063932216829709,6.110364158489823,18.4,3.0,48.0,14.0,15.396103403134184,15.4,6,23,19.0,6.343500610861483,SunPayus,0
8.8561519133462,0.8985282718896526,24.14920711742471,4.314658539058298,7.753400427410265,17.363636363636363,2.0,55.0,10.0,17.731701078590735,42.0,7,227,19.0,62.63748514631271,huNter-,0
7.007828272637698,1.012204237237207,14.498527970589107,5.571776444836265,5.403457584916099,16.3,1.0,52.0,10.0,15.780050697003482,22.6,6,77,14.5,21.124393482417428,sh1ro,0
3.9668392428983954,0.25640865792940004,12.146678393633767,3.320009639761415,3.02177541215844,8.0,1.0,37.0,6.0,7.947194142390263,19.736842105263158,6,51,14.0,14.895573716493445,zont1x,0
2.8652654570119025,0.22468434599379783,6.071538996805486,2.537981918373541,1.6004050700523458,12.764705882352942,1.0,50.0,7.0,12.859098000407457,31.0,6,192,13.0,47.84410960117673,MATYS,0
4.565415117743191,1.113290609712393,12.040153401543805,1.8859924287061591,4.408235596769375,20.75,4.0,65.0,7.5,21.44032415799724,70.0,15,272,35.0,83.54190565219349,SunPayus,0
4.650670634105728,1.3298682012668313,18.06553709151546,2.2088612881442824,5.296289561762849,10.5,4.0,27.0,5.0,9.082951062292475,23.625,4,44,24.5,12.42917434908691,magixx,0
4.507150683898797,0.5143425912433909,13.126901429959833,2.9252289539669696,4.10687973407592,9.736842105263158,1.0,36.0,7.0,9.106632084499608,24.789473684210527,6,112,13.0,26.353026286554528,donk,0
4.499452605642356,0.532657749099804,24.027378069184365,2.03629237748797,5.645583598029137,13.375,1.0,62.0,5.0,16.45400787042476,23.0625,6,44,22.5,11.409802528966047,HeavyGod,0
7.808727477409557,0.9483259870708016,18.789687456472574,3.475868603813198,6.621659431181282,19.444444444444443,4.0,103.0,7.0,30.007817911378844,25.666666666666668,6,62,24.0,17.416467303484175,tN1R,0
3.243275683389886,0.8915321831786996,12.708273240450659,2.767195966312812,3.085181253901194,13.166666666666666,4.0,52.0,8.0,13.734587321390071,25.666666666666668,6,96,19.0,24.67567403109566,NertZ,0
6.3069126733980685,0.8668270163021339,13.541836838493483,4.239515401210042,5.160654864119834,19.11111111111111,1.0,81.0,14.0,24.029816869161365,23.444444444444443,7,75,13.0,20.227105637464195,donk,0
1.7916363765957097,0.7623319337224783,3.11262974799087,1.9900532511179079,0.8024498251140135,27.375,1.0,92.0,6.5,34.83869077620455,11.75,6,23,10.0,5.889609494694874,zont1x,0
2.41094352893096,0.5630175583443771,4.88082121800678,2.533195838006801,1.3417353626423503,19.571428571428573,4.0,63.0,8.0,20.34598691814849,60.857142857142854,6,292,14.0,96.17755688818255,tN1R,0
6.936070948542462,1.2258902143661645,24.375696215294536,4.745363489254811,6.3489841675207925,37.666666666666664,2.0,136.0,21.0,45.8154510569912,22.416666666666668,6,100,11.0,26.004673725227846,sh1ro,0
7.819511236826849,1.9149952118255138,27.862294462059733,5.241721411870727,7.593689753887362,13.333333333333334,3.0,32.0,11.0,9.333333333333334,34.666666666666664,9,140,19.0,39.336158090659204,magixx,0
4.192510215475454,1.374585404857144,11.51794543629208,4.014784536139222,2.7870756440891555,11.23076923076923,1.0,38.0,6.0,11.171074228035728,23.76923076923077,6,43,25.0,12.09675001588218,NertZ,0
4.404430465478617,0.6333471579922055,11.624576417020638,3.3868046225863635,3.485824884304425,32.833333333333336,4.0,74.0,23.5,28.96214003756552,68.16666666666667,6,181,22.0,74.8363028364057,SunPayus,0
4.787813711899561,0.5514293372516448,14.461336844078383,3.0312129273743675,4.132948063718182,8.857142857142858,1.0,23.0,6.0,6.738557951469002,25.928571428571427,4,176,14.5,42.54319533589073,huNter-,0
3.466217016149566,1.4834532162780092,10.148269116621371,2.5735046186039288,2.6119498325690333,13.0,1.0,36.0,9.5,11.20267825120404,22.375,7,45,19.5,11.947149241555493,MATYS,0
